ID,sex,race,grad,bar1,bar1_yr,bar2,bar2_yr,fulltime,fam_inc,gender,parttime,male,race1,race2,Dropout,other,asian,black,hisp,pass_bar,bar,bar_passed,tier,index6040,indxgrp,indxgrp2,dnn_bar_pass_prediction,gpa
6921,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,718.947352,g 700+,g 700-760,0.99846447,3.4
6956,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,687.368406,f 640-700,f 640-700,0.99846447,3.4
6957,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,782.105244,g 700+,h 760-820,0.99846447,3.4
6966,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,845.263136,g 700+,i 820+,0.99846447,3.4
6971,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,2.0,782.105244,g 700+,h 760-820,0.99846447,3.4
6981,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,939.999974,g 700+,i 820+,0.99846447,3.4
6988,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,829.473663,g 700+,i 820+,0.99846447,3.4
6993,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,829.473663,g 700+,i 820+,0.99846447,3.4
7022,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,892.631555,g 700+,i 820+,0.99846447,3.4
7024,1.0,7.0,Y,P,2.0,P,95.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,624.210514,e 580-640,e 580-640,0.99846447,3.4
7050,1.0,5.0,Y,F,7.0,F,94.0,1.0,3.0,female,0.0,0.0,hisp,c other,NO,0,0,0,0,0,c Failed,False,6.0,655.78946,f 640-700,f 640-700,0.99846447,3.4
7054,2.0,7.0,Y,P,7.0,P,94.0,1.0,5.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,750.526298,g 700+,g 700-760,0.99846447,3.4
7055,2.0,7.0,Y,P,7.0,P,94.0,1.0,5.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,2.0,687.368406,f 640-700,f 640-700,0.99846447,3.4
7056,2.0,2.0,Y,F,7.0,P,95.0,1.0,3.0,male,0.0,1.0,asian,c other,NO,0,1,0,0,1,b Passed 2nd time,True,4.0,750.526298,g 700+,g 700-760,0.99846447,3.4
7060,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,829.473663,g 700+,i 820+,0.99846447,3.4
7069,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,2.0,766.315771,g 700+,h 760-820,0.99846447,3.4
7082,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,687.368406,f 640-700,f 640-700,0.99846447,3.4
7091,2.0,7.0,Y,F,1.0,F,96.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,0,c Failed,False,3.0,782.105244,g 700+,h 760-820,0.99846447,3.4
7097,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,797.894717,g 700+,h 760-820,0.99846447,3.4
7106,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,876.842082,g 700+,i 820+,0.99846447,3.4
7122,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,813.68419,g 700+,h 760-820,0.99846447,3.4
7127,2.0,7.0,Y,P,7.0,P,94.0,1.0,2.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,829.473663,g 700+,i 820+,0.99846447,3.4
7162,1.0,7.0,Y,P,7.0,P,95.0,2.0,3.0,female,1.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,734.736825,g 700+,g 700-760,0.99846447,3.4
7180,1.0,2.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,asian,c other,NO,0,1,0,0,1,a Passed 1st time,True,4.0,782.105244,g 700+,h 760-820,0.99846447,3.4
7185,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,813.68419,g 700+,h 760-820,0.99846447,3.4
7194,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,797.894717,g 700+,h 760-820,0.99846447,3.4
7196,2.0,7.0,Y,P,2.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,813.68419,g 700+,h 760-820,0.99846447,3.4
7203,1.0,7.0,Y,F,2.0,P,95.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,True,3.0,687.368406,f 640-700,f 640-700,0.99846447,3.4
7208,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,766.315771,g 700+,h 760-820,0.99846447,3.4
7212,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,908.421028,g 700+,i 820+,0.99846447,3.4
7217,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,861.052609,g 700+,i 820+,0.99846447,3.4
7225,1.0,7.0,Y,F,7.0,F,95.0,2.0,3.0,female,1.0,0.0,white,b white,NO,0,0,0,0,0,c Failed,False,3.0,750.526298,g 700+,g 700-760,0.99846447,3.4
7233,1.0,7.0,Y,P,2.0,P,95.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,671.578933,f 640-700,f 640-700,0.99846447,3.4
7252,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,734.736825,g 700+,g 700-760,0.99846447,3.4
7256,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,687.368406,f 640-700,f 640-700,0.99846447,3.4
7258,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,766.315771,g 700+,h 760-820,0.99846447,3.4
7261,1.0,7.0,Y,P,6.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,2.0,639.999987,e 580-640,e 580-640,0.99846447,3.4
7264,1.0,8.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,other,c other,NO,1,0,0,0,1,a Passed 1st time,True,3.0,845.263136,g 700+,i 820+,0.99846447,3.4
7274,2.0,8.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,other,c other,NO,1,0,0,0,1,a Passed 1st time,True,5.0,821.5789265,g 700+,i 820+,0.99846447,3.4
7284,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,726.8420885,g 700+,g 700-760,0.99846447,3.4
7292,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,734.736825,g 700+,g 700-760,0.99846447,3.4
7300,2.0,7.0,Y,P,7.0,P,95.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,718.947352,g 700+,g 700-760,0.99846447,3.4
7308,2.0,7.0,Y,P,7.0,P,94.0,1.0,1.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,750.526298,g 700+,g 700-760,0.99846447,3.4
7309,2.0,7.0,Y,P,,P,,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,813.68419,g 700+,h 760-820,0.99846447,3.4
7319,2.0,6.0,Y,F,7.0,P,96.0,1.0,2.0,male,0.0,1.0,hisp,c other,NO,0,0,0,0,1,b Passed 2nd time,True,4.0,624.210514,e 580-640,e 580-640,0.99846447,3.4
7323,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,892.631555,g 700+,i 820+,0.99846447,3.4
7327,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,845.263136,g 700+,i 820+,0.99846447,3.4
7331,1.0,7.0,Y,P,2.0,P,96.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,813.68419,g 700+,h 760-820,0.99846447,3.4
7333,1.0,7.0,Y,P,7.0,P,95.0,2.0,4.0,female,1.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,813.68419,g 700+,h 760-820,0.99846447,3.4
7378,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,766.315771,g 700+,h 760-820,0.99846447,3.4
7380,2.0,7.0,Y,P,7.0,P,95.0,2.0,4.0,male,1.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,750.526298,g 700+,g 700-760,0.99846447,3.4
7385,2.0,7.0,Y,P,2.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,813.68419,g 700+,h 760-820,0.99846447,3.4
7390,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,892.631555,g 700+,i 820+,0.99846447,3.4
7391,2.0,7.0,Y,P,7.0,P,94.0,1.0,2.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,734.736825,g 700+,g 700-760,0.99846447,3.4
7406,1.0,6.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,hisp,c other,NO,0,0,0,0,1,a Passed 1st time,True,6.0,797.894717,g 700+,h 760-820,0.99846447,3.4
7410,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,876.842082,g 700+,i 820+,0.99846447,3.4
7413,2.0,3.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,black,a black,NO,0,0,1,0,1,a Passed 1st time,True,4.0,553.1578855,d 520-580,d 520-580,0.99846447,3.4
7432,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,750.526298,g 700+,g 700-760,0.99846447,3.4
7445,1.0,7.0,Y,P,7.0,P,95.0,2.0,4.0,female,1.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,695.2631425,f 640-700,f 640-700,0.99846447,3.4
7466,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,703.157879,g 700+,g 700-760,0.99846447,3.4
7470,1.0,3.0,Y,P,7.0,P,94.0,1.0,2.0,female,0.0,0.0,black,a black,NO,0,0,1,0,1,a Passed 1st time,True,4.0,608.421041,e 580-640,e 580-640,0.99846447,3.4
7487,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,766.315771,g 700+,h 760-820,0.99846447,3.4
7488,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,845.263136,g 700+,i 820+,0.99846447,3.4
7511,1.0,2.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,asian,c other,NO,0,1,0,0,1,a Passed 1st time,True,5.0,829.473663,g 700+,i 820+,0.99846447,3.4
7512,1.0,7.0,Y,F,7.0,P,96.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,True,4.0,687.368406,f 640-700,f 640-700,0.99846447,3.4
7526,2.0,7.0,Y,P,7.0,P,95.0,2.0,3.0,male,1.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,861.052609,g 700+,i 820+,0.99846447,3.4
7530,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,797.894717,g 700+,h 760-820,0.99846447,3.4
7536,1.0,7.0,Y,P,7.0,P,94.0,1.0,5.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,750.526298,g 700+,g 700-760,0.99846447,3.4
7541,2.0,7.0,Y,P,2.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,718.947352,g 700+,g 700-760,0.99846447,3.4
7586,2.0,7.0,Y,P,7.0,P,94.0,1.0,2.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,766.315771,g 700+,h 760-820,0.99846447,3.4
7590,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,813.68419,g 700+,h 760-820,0.99846447,3.4
7635,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,766.315771,g 700+,h 760-820,0.99846447,3.4
7655,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,766.315771,g 700+,h 760-820,0.99846447,3.4
7659,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,703.157879,g 700+,g 700-760,0.99846447,3.4
7660,1.0,7.0,Y,P,7.0,P,94.0,1.0,5.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,813.68419,g 700+,h 760-820,0.99846447,3.4
7681,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,2.0,655.78946,f 640-700,f 640-700,0.99846447,3.4
7692,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,718.947352,g 700+,g 700-760,0.99846447,3.4
7710,1.0,2.0,Y,F,7.0,P,95.0,1.0,3.0,female,0.0,0.0,asian,c other,NO,0,1,0,0,1,b Passed 2nd time,True,4.0,734.736825,g 700+,g 700-760,0.99846447,3.4
7711,1.0,5.0,Y,F,7.0,F,95.0,1.0,4.0,female,0.0,0.0,hisp,c other,NO,0,0,0,0,0,c Failed,False,4.0,592.631568,e 580-640,e 580-640,0.99846447,3.4
7713,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,797.894717,g 700+,h 760-820,0.99846447,3.4
7717,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,797.894717,g 700+,h 760-820,0.99846447,3.4
7723,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,813.68419,g 700+,h 760-820,0.99846447,3.4
7735,2.0,7.0,Y,F,7.0,P,96.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,True,3.0,687.368406,f 640-700,f 640-700,0.99846447,3.4
7764,2.0,7.0,Y,P,7.0,P,95.0,2.0,4.0,male,1.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,774.2105075,g 700+,h 760-820,0.99846447,3.4
7767,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,892.631555,g 700+,i 820+,0.99846447,3.4
7772,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,797.894717,g 700+,h 760-820,0.99846447,3.4
7782,2.0,7.0,Y,P,6.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,892.631555,g 700+,i 820+,0.99846447,3.4
7787,2.0,7.0,Y,P,7.0,P,94.0,1.0,5.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,876.842082,g 700+,i 820+,0.99846447,3.4
7814,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,797.894717,g 700+,h 760-820,0.99846447,3.4
7822,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,750.526298,g 700+,g 700-760,0.99846447,3.4
7829,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,813.68419,g 700+,h 760-820,0.99846447,3.4
7830,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,750.526298,g 700+,g 700-760,0.99846447,3.4
7842,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,2.0,766.315771,g 700+,h 760-820,0.99846447,3.4
7848,1.0,2.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,asian,c other,NO,0,1,0,0,1,a Passed 1st time,True,3.0,813.68419,g 700+,h 760-820,0.99846447,3.4
7860,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,750.526298,g 700+,g 700-760,0.99846447,3.4
7914,1.0,7.0,Y,P,7.0,P,94.0,1.0,2.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,1.0,734.736825,g 700+,g 700-760,0.99846447,3.4
7922,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,829.473663,g 700+,i 820+,0.99846447,3.4
7926,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,829.473663,g 700+,i 820+,0.99846447,3.4
7944,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,782.105244,g 700+,h 760-820,0.99846447,3.4
7947,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,750.526298,g 700+,g 700-760,0.99846447,3.4
7949,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,2.0,718.947352,g 700+,g 700-760,0.99846447,3.4
7957,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,861.052609,g 700+,i 820+,0.99846447,3.4
7963,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,766.315771,g 700+,h 760-820,0.99846447,3.4
7964,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,766.315771,g 700+,h 760-820,0.99846447,3.4
7978,2.0,7.0,Y,F,7.0,P,95.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,True,4.0,797.894717,g 700+,h 760-820,0.99846447,3.4
8023,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,861.052609,g 700+,i 820+,0.99846447,3.4
8038,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,703.157879,g 700+,g 700-760,0.99846447,3.4
8045,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,734.736825,g 700+,g 700-760,0.99846447,3.4
8062,2.0,7.0,Y,P,7.0,P,94.0,1.0,2.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,2.0,766.315771,g 700+,h 760-820,0.99846447,3.4
8076,1.0,7.0,Y,P,7.0,P,94.0,1.0,2.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,845.263136,g 700+,i 820+,0.99846447,3.4
8087,2.0,6.0,Y,P,7.0,P,94.0,1.0,5.0,male,0.0,1.0,hisp,c other,NO,0,0,0,0,1,a Passed 1st time,True,4.0,782.105244,g 700+,h 760-820,0.99846447,3.4
8141,2.0,2.0,Y,F,7.0,F,94.0,1.0,3.0,male,0.0,1.0,asian,c other,NO,0,1,0,0,0,c Failed,False,3.0,608.421041,e 580-640,e 580-640,0.99846447,3.4
8169,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,876.842082,g 700+,i 820+,0.99846447,3.4
8174,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,845.263136,g 700+,i 820+,0.99846447,3.4
8192,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,703.157879,g 700+,g 700-760,0.99846447,3.4
8199,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,734.736825,g 700+,g 700-760,0.99846447,3.4
8205,1.0,7.0,Y,P,2.0,P,95.0,2.0,3.0,female,1.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,829.473663,g 700+,i 820+,0.99846447,3.4
8212,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,5.0,782.105244,g 700+,h 760-820,0.99846447,3.4
8249,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,782.105244,g 700+,h 760-820,0.99846447,3.4
8285,2.0,7.0,Y,F,7.0,P,96.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,True,5.0,829.473663,g 700+,i 820+,0.99846447,3.4
8302,2.0,7.0,Y,P,7.0,P,94.0,1.0,2.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,750.526298,g 700+,g 700-760,0.99846447,3.4
8316,1.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,647.8947235,f 640-700,f 640-700,0.99846447,3.4
8324,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,718.947352,g 700+,g 700-760,0.99846447,3.4
8379,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,6.0,939.999974,g 700+,i 820+,0.99846447,3.4
8407,2.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,766.315771,g 700+,h 760-820,0.99846447,3.4
8411,1.0,2.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,asian,c other,NO,0,1,0,0,1,a Passed 1st time,True,5.0,679.4736695,f 640-700,f 640-700,0.99846447,3.4
8474,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,813.68419,g 700+,h 760-820,0.99846447,3.4
8477,2.0,7.0,Y,P,7.0,P,94.0,1.0,3.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,876.842082,g 700+,i 820+,0.99846447,3.4
8497,1.0,7.0,Y,P,7.0,P,95.0,2.0,3.0,female,1.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,4.0,766.315771,g 700+,h 760-820,0.99846447,3.4
8502,1.0,7.0,Y,P,2.0,P,95.0,2.0,2.0,female,1.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,750.526298,g 700+,g 700-760,0.99846447,3.4
8506,2.0,7.0,Y,F,7.0,P,95.0,1.0,2.0,male,0.0,1.0,white,b white,NO,0,0,0,0,1,b Passed 2nd time,True,5.0,766.315771,g 700+,h 760-820,0.99846447,3.4
8510,2.0,7.0,Y,F,7.0,F,94.0,1.0,4.0,male,0.0,1.0,white,b white,NO,0,0,0,0,0,c Failed,False,2.0,624.210514,e 580-640,e 580-640,0.99846447,3.4
8522,2.0,2.0,Y,P,7.0,P,94.0,1.0,4.0,male,0.0,1.0,asian,c other,NO,0,1,0,0,1,a Passed 1st time,True,3.0,718.947352,g 700+,g 700-760,0.99846447,3.4
8535,1.0,7.0,Y,P,7.0,P,94.0,1.0,4.0,female,0.0,0.0,white,b white,NO,0,0,0,0,1,a Passed 1st time,True,3.0,671.578933,f 640-700,f 640-700,0.99846447,3.4
