school,sex,address,famsize,Pstatus,Mjob,Fjob,reason,guardian,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,absences
GP,M,R,LE3,A,other,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no,6
GP,M,U,GT3,T,services,other,other,mother,no,no,no,yes,yes,yes,yes,yes,0
GP,F,R,GT3,T,teacher,other,reputation,mother,no,no,no,yes,yes,yes,yes,no,8
GP,M,U,GT3,T,health,other,reputation,father,no,yes,no,yes,yes,yes,yes,yes,4
GP,F,R,GT3,T,other,other,reputation,mother,no,yes,no,no,yes,no,yes,yes,12
GP,F,U,GT3,T,other,services,home,other,no,yes,no,yes,yes,yes,yes,no,16
GP,F,U,GT3,T,other,services,reputation,father,no,yes,no,yes,yes,yes,yes,yes,10
GP,F,U,LE3,T,other,other,home,mother,no,yes,no,no,no,yes,no,no,2
GP,M,R,GT3,T,at_home,at_home,home,mother,no,yes,no,yes,no,yes,no,yes,2
GP,F,U,GT3,T,other,other,home,mother,no,yes,no,no,yes,yes,yes,yes,8
GP,F,U,GT3,T,at_home,health,reputation,mother,no,yes,no,no,yes,yes,yes,yes,6
GP,F,U,LE3,T,services,other,course,mother,yes,yes,no,no,yes,yes,yes,yes,6
GP,F,R,GT3,A,other,services,home,mother,no,no,no,no,no,no,yes,yes,15
GP,M,U,GT3,T,teacher,services,home,mother,no,no,no,yes,yes,yes,yes,no,6
GP,F,U,GT3,T,health,health,reputation,father,yes,yes,no,yes,yes,yes,yes,yes,2
GP,F,U,GT3,T,other,services,reputation,father,no,yes,no,no,yes,yes,yes,yes,8
GP,F,R,GT3,T,services,services,reputation,father,yes,yes,no,no,yes,no,yes,no,0
GP,M,U,LE3,T,teacher,services,course,mother,no,no,no,yes,yes,yes,yes,no,0
GP,M,U,GT3,T,at_home,other,home,other,no,no,no,no,no,no,yes,no,10
GP,M,U,LE3,A,services,other,home,mother,no,no,no,yes,yes,yes,yes,yes,22
GP,M,U,LE3,A,teacher,services,home,mother,no,no,no,no,yes,yes,yes,no,18
GP,F,R,LE3,T,at_home,other,reputation,mother,no,yes,no,yes,yes,yes,no,no,2
GP,F,U,GT3,T,other,other,home,mother,yes,no,no,yes,yes,yes,yes,no,0
GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,no,yes,yes,no,12
GP,F,U,GT3,T,other,other,reputation,mother,no,no,no,yes,yes,yes,yes,yes,10
GP,M,U,GT3,T,other,other,reputation,father,no,no,no,no,no,yes,yes,no,0
GP,F,U,GT3,T,at_home,at_home,other,mother,no,yes,no,no,yes,yes,yes,no,0
GP,F,U,GT3,T,services,teacher,reputation,mother,no,yes,no,no,yes,yes,yes,no,0
GP,M,U,GT3,T,services,services,reputation,mother,no,no,no,yes,yes,yes,yes,no,0
GP,M,U,LE3,A,teacher,teacher,reputation,mother,no,yes,no,yes,yes,yes,yes,no,0
GP,M,U,GT3,T,teacher,other,home,mother,no,yes,no,yes,yes,yes,yes,yes,2
GP,F,U,GT3,T,health,services,reputation,mother,no,yes,no,no,yes,yes,yes,no,0
GP,F,R,LE3,T,services,other,reputation,mother,no,yes,no,no,yes,yes,no,no,0
GP,M,R,LE3,T,services,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no,0
GP,M,U,GT3,T,health,other,home,mother,no,yes,no,no,yes,yes,yes,no,0
GP,F,U,GT3,T,health,other,reputation,other,no,yes,no,yes,yes,yes,yes,no,2
GP,F,U,LE3,T,other,other,home,other,no,yes,no,no,yes,yes,yes,yes,0
GP,F,U,GT3,T,other,other,reputation,father,no,yes,no,no,yes,yes,yes,no,0
GP,M,U,LE3,T,teacher,teacher,home,mother,no,yes,no,no,yes,yes,yes,yes,0
GP,F,U,LE3,A,health,other,home,mother,no,yes,yes,no,yes,yes,yes,yes,0
GP,M,U,LE3,T,other,teacher,home,father,no,no,no,no,yes,yes,yes,no,0
GP,F,R,GT3,T,services,services,reputation,mother,no,yes,no,yes,yes,yes,yes,no,0
GP,F,U,GT3,T,other,other,reputation,mother,no,yes,no,no,yes,yes,yes,no,0
GP,F,U,GT3,T,health,health,reputation,father,no,yes,no,yes,no,yes,yes,no,0
GP,M,R,LE3,T,at_home,services,course,mother,no,no,no,yes,yes,yes,yes,yes,0
GP,M,U,GT3,A,services,other,course,other,no,no,no,yes,yes,yes,no,no,0
GP,M,R,GT3,T,other,services,reputation,father,no,no,no,yes,yes,yes,no,yes,0
GP,F,U,GT3,T,other,teacher,home,mother,yes,yes,no,no,no,yes,no,yes,2
GP,F,U,GT3,T,services,other,course,mother,no,yes,no,yes,yes,yes,yes,no,2
GP,F,U,GT3,T,other,other,course,father,no,no,no,yes,yes,yes,yes,yes,2
GP,F,R,GT3,T,teacher,teacher,course,mother,no,no,no,yes,yes,yes,yes,no,2
GP,F,U,GT3,T,other,other,course,mother,no,yes,no,yes,yes,yes,yes,yes,2
GP,F,U,LE3,T,health,services,course,mother,no,yes,no,no,yes,yes,yes,no,8
GP,F,R,GT3,T,at_home,services,course,father,no,yes,no,yes,no,yes,yes,no,2
GP,F,U,GT3,T,at_home,other,course,father,no,yes,no,no,yes,yes,yes,no,8
GP,M,U,GT3,T,health,other,course,mother,no,yes,no,yes,yes,yes,yes,yes,9
GP,F,U,GT3,T,teacher,other,course,mother,no,yes,no,no,yes,yes,yes,no,0
GP,F,U,GT3,T,other,other,course,mother,no,yes,no,yes,yes,yes,yes,yes,4
GP,F,U,GT3,T,health,health,course,mother,no,no,no,yes,yes,yes,yes,no,2
GP,F,U,GT3,A,services,services,course,mother,no,yes,no,no,yes,yes,yes,yes,14
GP,F,U,LE3,A,services,other,home,mother,yes,yes,no,no,yes,yes,yes,no,0
GP,F,U,LE3,T,other,other,home,father,no,no,no,yes,yes,yes,yes,no,2
GP,M,U,LE3,T,other,other,reputation,father,no,yes,no,no,yes,yes,yes,no,2
GP,F,U,GT3,T,other,other,course,other,no,no,no,yes,yes,no,no,yes,12
GP,F,U,LE3,A,other,other,course,other,no,yes,no,no,no,yes,yes,yes,2
GP,F,U,GT3,T,other,other,course,mother,no,yes,no,yes,yes,yes,yes,yes,2
GP,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,no,yes,4
GP,F,R,LE3,T,services,services,course,mother,no,yes,no,yes,yes,yes,yes,no,0
GP,F,U,GT3,T,services,services,course,father,no,yes,no,no,no,yes,yes,no,0
GP,F,U,LE3,T,at_home,at_home,home,father,no,no,no,no,yes,yes,yes,no,0
GP,F,U,GT3,T,other,other,home,mother,no,no,no,yes,yes,yes,yes,no,0
GP,M,U,GT3,T,other,other,course,mother,no,no,no,yes,yes,yes,yes,no,0
GP,M,U,GT3,T,other,services,reputation,mother,no,no,no,yes,no,yes,yes,no,0
GP,M,R,GT3,T,services,other,course,mother,no,yes,no,no,yes,yes,yes,no,2
GP,F,U,GT3,T,teacher,services,course,mother,no,yes,no,yes,yes,yes,yes,no,0
GP,F,U,GT3,T,teacher,teacher,course,mother,no,yes,no,no,no,yes,yes,yes,4
GP,F,U,GT3,T,at_home,other,course,mother,no,yes,yes,yes,yes,yes,yes,no,2
GP,M,U,LE3,T,other,other,course,mother,no,yes,yes,yes,yes,yes,yes,no,0
GP,M,R,GT3,T,at_home,services,home,other,no,yes,no,no,no,yes,no,yes,0
GP,F,U,GT3,T,at_home,other,course,mother,no,no,no,yes,yes,yes,no,yes,2
GP,F,R,GT3,T,at_home,other,course,father,no,yes,no,no,yes,yes,yes,yes,0
GP,M,U,GT3,T,other,other,reputation,mother,no,no,no,no,no,yes,yes,no,6
GP,F,U,GT3,T,services,services,home,mother,no,no,no,yes,yes,yes,yes,no,8
GP,F,U,LE3,T,other,other,home,other,no,no,no,yes,no,yes,yes,yes,0
GP,F,R,GT3,T,at_home,other,course,mother,no,no,no,yes,yes,yes,no,no,6
GP,F,U,GT3,T,services,other,course,mother,no,no,no,no,yes,yes,yes,no,8
GP,F,U,GT3,T,other,other,home,mother,no,yes,no,no,yes,yes,yes,yes,0
GP,F,U,LE3,T,services,services,home,mother,no,yes,no,no,yes,yes,yes,no,4
GP,F,R,GT3,A,other,other,home,mother,no,yes,no,no,yes,yes,yes,no,0
GP,M,U,GT3,T,teacher,services,home,father,no,yes,no,yes,yes,yes,yes,no,0
GP,M,U,LE3,T,services,other,home,mother,no,no,no,yes,yes,yes,yes,yes,6
GP,F,U,GT3,A,at_home,at_home,home,father,no,yes,no,no,yes,yes,yes,yes,18
GP,F,U,GT3,T,at_home,other,course,mother,no,yes,no,no,yes,yes,yes,no,0
GP,F,U,GT3,T,other,services,other,mother,no,no,no,no,yes,yes,yes,yes,4
GP,M,R,GT3,T,teacher,services,course,mother,no,no,no,no,yes,yes,yes,yes,4
GP,M,U,GT3,T,teacher,other,course,mother,no,yes,no,no,yes,yes,yes,yes,0
GP,F,U,GT3,T,health,other,reputation,mother,no,yes,no,yes,yes,yes,yes,yes,0
GP,F,U,GT3,T,services,other,course,mother,no,yes,no,yes,yes,yes,yes,yes,10
GP,F,U,GT3,T,services,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no,4
GP,F,U,LE3,A,at_home,other,home,other,no,no,no,no,yes,no,yes,no,16
GP,F,U,GT3,T,other,at_home,home,mother,no,yes,yes,no,yes,yes,yes,yes,6
GP,F,U,LE3,T,other,other,reputation,other,no,no,yes,yes,yes,yes,yes,no,0
GP,M,U,LE3,T,services,services,reputation,mother,no,yes,no,yes,no,no,yes,no,11
GP,M,U,LE3,A,other,other,reputation,other,no,no,no,yes,yes,yes,yes,yes,9
GP,F,U,GT3,T,services,services,reputation,mother,no,yes,no,yes,yes,yes,yes,no,0
GP,M,U,LE3,A,health,other,reputation,mother,no,yes,no,no,yes,yes,yes,no,2
GP,F,U,LE3,T,teacher,other,course,mother,no,yes,no,yes,yes,yes,yes,no,0
GP,M,R,LE3,T,at_home,other,course,other,no,yes,no,yes,yes,no,yes,yes,21
GP,F,R,GT3,T,other,other,reputation,other,no,no,no,no,yes,yes,yes,yes,8
GP,F,U,GT3,T,teacher,other,home,other,no,yes,no,no,yes,yes,yes,yes,5
GP,M,U,LE3,A,other,other,reputation,mother,no,yes,no,no,yes,yes,yes,no,10
GP,F,U,GT3,T,at_home,other,reputation,father,no,yes,no,no,yes,yes,yes,yes,5
GP,M,R,GT3,T,other,services,reputation,father,no,no,no,no,yes,yes,yes,no,13
GP,M,U,GT3,T,other,other,reputation,mother,no,no,no,no,yes,yes,yes,no,10
GP,F,U,LE3,A,services,other,reputation,mother,no,yes,no,no,yes,yes,yes,no,10
GP,F,U,GT3,T,other,other,reputation,mother,yes,no,no,no,yes,yes,yes,yes,5
GP,F,U,GT3,T,services,other,home,mother,no,yes,no,yes,no,yes,yes,yes,4
MS,F,U,GT3,T,at_home,other,other,father,no,yes,no,no,yes,no,yes,yes,11
MS,F,R,GT3,T,other,other,course,mother,no,yes,no,yes,yes,yes,yes,no,0
MS,F,R,GT3,T,at_home,services,other,mother,no,yes,no,no,yes,yes,no,yes,6
MS,F,R,GT3,T,at_home,other,course,mother,no,yes,no,no,yes,yes,yes,no,4
MS,F,R,GT3,T,at_home,services,course,mother,no,no,no,no,yes,yes,no,no,0
MS,F,R,LE3,T,at_home,other,home,mother,no,no,no,no,yes,no,no,no,0
MS,M,R,LE3,A,at_home,other,home,mother,no,yes,no,no,yes,yes,no,no,5
MS,M,U,GT3,A,other,other,other,mother,yes,no,no,no,yes,yes,yes,no,0
MS,F,R,GT3,T,at_home,other,course,father,no,no,no,no,yes,yes,no,yes,0
MS,F,R,GT3,T,other,other,other,father,no,yes,no,no,no,no,yes,no,0
MS,F,R,GT3,T,teacher,other,course,mother,no,no,no,no,yes,yes,yes,yes,0
MS,F,U,LE3,A,at_home,other,reputation,mother,no,no,no,yes,no,no,no,yes,4
MS,F,R,LE3,T,at_home,services,reputation,father,no,yes,no,no,yes,yes,yes,no,0
MS,F,R,LE3,T,other,services,course,mother,no,yes,no,no,yes,yes,yes,yes,4
MS,F,R,GT3,T,other,other,other,mother,no,yes,no,yes,yes,yes,no,no,0
MS,F,R,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no,2
MS,F,R,GT3,T,other,services,course,father,no,no,no,no,no,yes,yes,no,0
MS,M,U,GT3,T,at_home,services,home,mother,no,yes,no,yes,yes,yes,no,yes,0
MS,M,U,GT3,T,other,other,home,mother,no,no,yes,no,no,yes,yes,no,4
MS,M,R,LE3,T,health,services,reputation,father,no,yes,no,yes,yes,yes,yes,no,0
MS,M,R,LE3,T,health,services,reputation,father,no,yes,no,yes,yes,yes,yes,no,7
MS,M,R,GT3,T,other,health,other,mother,no,no,no,no,no,yes,no,no,4
MS,M,R,GT3,T,other,other,course,mother,no,yes,no,yes,yes,yes,no,yes,8
MS,M,U,LE3,T,at_home,at_home,reputation,father,no,yes,no,yes,yes,yes,yes,no,0
MS,M,R,GT3,T,other,other,other,mother,no,no,no,yes,yes,no,no,yes,8
MS,F,R,GT3,T,teacher,teacher,course,mother,no,no,no,yes,yes,yes,yes,yes,6
MS,F,R,GT3,T,other,services,course,mother,no,no,no,no,yes,yes,no,no,3
MS,F,R,GT3,T,other,services,course,mother,no,yes,no,no,yes,yes,yes,no,2
MS,M,R,GT3,T,other,other,course,father,no,no,no,no,yes,yes,no,no,0
MS,F,R,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no,4
MS,F,U,GT3,T,other,services,course,mother,no,yes,no,no,yes,yes,no,no,0
MS,F,U,GT3,T,other,services,course,mother,no,yes,no,no,yes,yes,no,no,3
MS,F,U,GT3,T,at_home,other,home,mother,yes,yes,no,no,no,yes,yes,no,0
MS,F,U,GT3,T,at_home,other,course,father,no,yes,no,no,no,yes,no,yes,0
MS,M,R,LE3,T,at_home,services,reputation,mother,no,yes,no,yes,yes,yes,yes,no,4
MS,F,R,GT3,T,other,other,home,father,no,yes,no,no,no,yes,yes,no,0
MS,F,R,GT3,T,at_home,other,other,father,yes,yes,no,no,yes,yes,no,no,2
MS,F,R,GT3,T,at_home,other,home,father,no,yes,no,yes,yes,yes,yes,no,1
MS,F,R,GT3,T,at_home,other,other,mother,no,no,no,yes,yes,yes,yes,yes,0
MS,F,R,GT3,T,at_home,at_home,course,father,no,yes,no,no,yes,yes,no,no,0
MS,F,R,LE3,T,other,other,other,father,yes,yes,no,no,yes,yes,no,no,2
MS,M,R,GT3,T,at_home,other,other,father,no,no,no,yes,yes,yes,no,no,6
MS,F,U,GT3,T,other,other,course,father,no,yes,no,yes,yes,yes,yes,yes,9
MS,M,U,GT3,T,other,services,home,mother,no,yes,no,no,yes,yes,no,no,0
MS,F,R,GT3,T,other,services,course,father,no,yes,no,yes,yes,yes,yes,no,1
MS,M,U,GT3,T,health,other,reputation,mother,no,no,no,no,yes,yes,no,no,1
MS,M,U,GT3,T,other,teacher,course,father,no,yes,no,yes,yes,yes,no,yes,0
MS,F,R,GT3,T,services,other,reputation,mother,no,yes,no,no,yes,yes,yes,yes,4
MS,F,R,GT3,T,at_home,other,course,mother,no,yes,no,yes,no,yes,no,no,2
MS,F,R,LE3,T,other,other,home,father,no,yes,no,yes,yes,yes,no,yes,0
MS,M,U,LE3,T,at_home,services,course,mother,no,yes,no,yes,yes,yes,yes,no,4
MS,M,R,LE3,T,at_home,other,reputation,father,no,yes,no,yes,yes,yes,yes,no,2
MS,F,U,GT3,T,other,services,course,mother,no,yes,no,yes,yes,yes,no,no,0
MS,F,R,LE3,T,other,other,home,mother,no,yes,no,no,yes,yes,yes,yes,2
MS,M,U,GT3,T,services,services,course,father,no,yes,no,yes,no,yes,yes,no,11
MS,F,R,GT3,T,at_home,other,course,father,yes,yes,no,no,yes,yes,no,no,0
MS,F,U,GT3,T,other,at_home,course,mother,no,yes,no,yes,yes,no,no,no,4
MS,F,U,GT3,T,at_home,services,course,other,no,no,no,no,yes,no,yes,yes,0
MS,F,R,GT3,T,at_home,other,course,mother,no,yes,no,yes,yes,no,no,yes,2
MS,F,R,LE3,T,at_home,other,course,mother,no,yes,no,no,yes,no,no,yes,0
MS,F,R,GT3,T,other,other,course,father,no,yes,no,no,yes,no,yes,no,1
MS,F,U,LE3,A,other,other,home,mother,no,yes,no,no,yes,no,no,no,6
MS,F,R,GT3,T,at_home,other,course,mother,no,yes,no,no,yes,yes,yes,no,0
MS,F,U,GT3,T,other,services,course,father,no,yes,yes,yes,no,yes,yes,no,1
MS,F,R,LE3,A,other,other,course,other,no,yes,no,no,no,no,no,yes,6
MS,F,U,GT3,T,at_home,services,course,mother,no,no,no,yes,yes,no,no,yes,6
MS,M,R,GT3,T,other,other,home,mother,no,no,no,yes,yes,no,yes,no,0
MS,F,R,GT3,T,at_home,at_home,course,mother,no,no,no,no,no,no,yes,yes,4
MS,F,U,GT3,T,other,other,course,other,no,yes,no,no,yes,yes,yes,yes,12
MS,F,R,GT3,A,health,other,course,mother,no,no,no,no,no,yes,no,yes,2
MS,F,U,GT3,T,other,at_home,course,father,no,no,no,yes,no,yes,no,no,5
MS,F,R,LE3,T,at_home,other,course,mother,no,no,no,yes,yes,no,yes,no,0
MS,F,U,GT3,T,other,other,reputation,mother,no,no,no,yes,yes,no,yes,yes,0
MS,F,R,LE3,T,services,services,home,mother,no,yes,no,yes,yes,yes,yes,yes,2
MS,M,U,GT3,T,services,at_home,course,mother,no,yes,yes,yes,yes,yes,no,no,0
MS,F,U,GT3,T,other,services,course,mother,no,yes,no,yes,yes,yes,yes,no,0
MS,F,U,GT3,T,services,other,course,mother,no,yes,yes,yes,yes,yes,no,yes,0
MS,M,U,GT3,T,other,other,course,father,no,yes,no,yes,yes,no,yes,yes,12
MS,M,U,LE3,T,other,other,course,father,no,no,no,yes,yes,yes,yes,no,8
MS,M,R,LE3,T,services,services,other,mother,no,yes,no,no,yes,yes,no,no,2
MS,F,U,GT3,T,other,other,course,other,yes,yes,no,yes,yes,yes,yes,no,0
MS,F,U,LE3,T,other,other,home,mother,no,no,no,no,yes,yes,yes,yes,0
MS,F,R,GT3,T,at_home,other,reputation,mother,no,yes,no,yes,no,yes,yes,yes,0
MS,F,U,GT3,T,at_home,services,other,mother,no,no,no,yes,yes,yes,yes,yes,8
MS,F,U,LE3,T,other,services,course,father,no,yes,no,no,yes,yes,no,yes,0
MS,M,R,GT3,T,other,other,course,mother,no,yes,no,no,no,yes,yes,no,0
MS,F,R,LE3,T,at_home,other,course,father,no,yes,no,no,yes,yes,no,no,0
MS,F,R,GT3,T,other,other,reputation,mother,no,yes,no,yes,yes,yes,no,no,0
MS,F,U,GT3,A,other,other,other,mother,no,no,no,no,yes,yes,yes,yes,1
MS,F,R,GT3,T,at_home,other,other,mother,no,yes,no,no,yes,yes,yes,yes,9
MS,F,U,GT3,T,other,other,course,mother,no,no,no,yes,yes,yes,yes,no,0
MS,F,U,GT3,T,services,at_home,course,mother,no,no,no,no,yes,yes,yes,no,2
MS,F,U,LE3,T,other,at_home,reputation,mother,yes,no,no,no,yes,yes,no,no,8
MS,F,R,GT3,T,health,teacher,reputation,father,no,no,no,yes,no,yes,yes,yes,0
MS,F,R,LE3,T,other,other,reputation,mother,no,no,no,yes,yes,yes,yes,no,0
MS,F,U,GT3,A,other,services,reputation,father,no,yes,no,no,yes,yes,yes,no,8
MS,M,R,GT3,T,other,services,reputation,mother,no,no,no,yes,yes,yes,yes,no,0
MS,F,U,LE3,T,at_home,other,other,mother,no,yes,no,no,yes,yes,yes,no,6
MS,F,R,GT3,T,at_home,services,other,mother,no,yes,no,yes,yes,yes,yes,no,0
MS,F,U,GT3,T,health,health,course,mother,no,yes,no,no,yes,yes,yes,yes,4
MS,M,U,LE3,T,at_home,health,home,mother,no,yes,no,yes,yes,no,yes,yes,2
MS,F,R,LE3,T,at_home,other,other,mother,no,yes,no,no,no,yes,no,no,2
MS,M,U,LE3,T,other,services,home,mother,no,yes,no,no,yes,yes,yes,no,0
MS,F,R,GT3,T,other,other,other,mother,no,no,no,no,yes,yes,yes,yes,1
MS,M,U,LE3,T,services,services,other,mother,no,no,no,no,yes,yes,no,no,0
MS,F,R,GT3,T,at_home,other,other,mother,no,yes,yes,no,yes,yes,yes,no,5
MS,F,U,LE3,T,services,services,other,father,no,yes,no,no,yes,yes,no,no,1
MS,M,U,GT3,T,services,services,home,mother,no,yes,no,yes,yes,yes,yes,no,8
MS,M,U,GT3,T,at_home,services,other,mother,no,no,no,no,yes,yes,yes,yes,0
MS,M,U,GT3,T,health,services,other,mother,no,no,no,no,no,yes,yes,yes,2
MS,F,U,LE3,T,other,services,other,mother,no,no,no,no,yes,yes,yes,yes,0
MS,M,U,LE3,T,teacher,health,other,father,no,yes,no,no,yes,yes,yes,no,0
MS,M,R,GT3,T,other,services,course,mother,no,yes,no,yes,yes,yes,no,no,11
MS,M,U,LE3,A,other,other,reputation,mother,no,yes,no,yes,yes,yes,no,no,8
MS,M,U,LE3,A,services,services,course,mother,no,no,no,yes,yes,yes,yes,no,11
MS,F,R,LE3,T,other,other,course,mother,no,yes,no,no,no,yes,no,yes,2
MS,F,U,LE3,T,other,other,home,mother,no,yes,no,yes,yes,yes,yes,no,8
MS,F,U,GT3,T,at_home,other,home,mother,no,no,no,no,yes,yes,no,yes,5
MS,F,R,GT3,T,other,other,other,mother,yes,no,yes,no,yes,yes,no,no,0
MS,F,U,GT3,T,teacher,services,course,mother,no,yes,no,no,yes,yes,yes,yes,1
MS,M,R,GT3,T,health,other,course,father,no,no,no,yes,yes,yes,yes,yes,2
MS,M,R,LE3,T,other,other,course,father,no,no,no,yes,yes,yes,no,yes,2
MS,M,U,GT3,T,services,other,other,mother,no,yes,no,yes,no,yes,yes,yes,8
MS,F,U,GT3,T,health,health,course,father,no,yes,no,no,yes,yes,yes,no,0
MS,M,R,LE3,T,other,at_home,other,father,no,no,no,no,yes,yes,yes,no,0
MS,F,U,GT3,A,at_home,at_home,other,mother,no,no,no,yes,yes,yes,yes,yes,2
MS,F,R,GT3,T,other,other,course,mother,yes,yes,no,no,no,yes,yes,no,0
MS,M,U,LE3,A,other,services,course,father,no,yes,no,no,no,yes,yes,yes,0
MS,M,U,GT3,T,other,other,other,father,no,yes,yes,no,yes,yes,yes,no,0
MS,M,U,GT3,T,other,other,other,mother,no,yes,no,yes,yes,no,yes,no,2
MS,M,U,LE3,A,other,other,home,mother,no,no,no,no,yes,yes,no,yes,4
MS,F,R,GT3,T,at_home,at_home,course,father,no,yes,no,yes,yes,no,yes,yes,3
MS,F,R,GT3,T,other,other,home,father,yes,yes,no,no,no,yes,yes,yes,5
MS,M,R,LE3,T,other,at_home,course,mother,no,no,no,no,yes,yes,no,no,4
MS,F,R,GT3,T,other,other,course,mother,no,yes,no,yes,no,yes,yes,yes,2
MS,M,R,GT3,T,other,other,course,mother,no,no,no,yes,yes,no,no,yes,0
MS,M,R,GT3,T,at_home,at_home,course,other,yes,yes,no,no,yes,yes,no,no,0
MS,M,R,GT3,T,other,services,course,mother,no,yes,no,yes,no,yes,yes,yes,0
MS,M,U,LE3,T,at_home,at_home,course,mother,no,yes,no,yes,yes,yes,no,no,6
MS,F,R,LE3,T,other,services,course,father,no,no,no,yes,yes,yes,no,yes,0
MS,M,U,GT3,T,other,other,course,mother,no,no,no,yes,yes,yes,no,yes,0
MS,M,R,GT3,T,services,other,course,father,no,no,no,no,yes,yes,yes,no,2
MS,M,R,LE3,T,at_home,other,course,mother,no,no,no,yes,yes,yes,yes,no,0
MS,M,R,GT3,T,services,other,course,other,no,yes,no,no,yes,no,yes,yes,2
MS,M,R,GT3,T,services,other,course,mother,no,no,no,no,yes,no,yes,no,0
MS,M,U,GT3,T,at_home,services,course,mother,no,no,no,yes,yes,yes,no,no,4
MS,M,U,GT3,T,at_home,at_home,course,mother,no,yes,no,yes,yes,no,yes,no,9
MS,M,R,GT3,T,services,services,course,mother,no,yes,no,yes,yes,yes,yes,yes,6
MS,M,U,GT3,T,at_home,other,course,other,no,no,no,yes,no,no,yes,yes,4
MS,F,U,GT3,A,services,at_home,course,mother,no,yes,no,yes,yes,yes,no,yes,8
MS,F,U,GT3,T,other,at_home,course,mother,no,yes,no,yes,yes,yes,no,no,9
MS,M,R,GT3,T,other,other,course,other,no,yes,no,no,yes,no,yes,yes,12
MS,F,R,GT3,A,services,services,course,mother,no,yes,no,no,yes,yes,yes,no,8
MS,M,R,GT3,T,other,other,course,mother,no,yes,no,no,no,yes,yes,no,8
MS,M,R,GT3,T,other,services,home,other,no,no,no,no,yes,yes,yes,no,8
MS,M,U,GT3,T,health,other,course,mother,no,yes,no,no,yes,yes,yes,no,4
MS,M,U,LE3,T,at_home,services,course,mother,no,no,no,no,yes,no,yes,yes,0
MS,M,R,GT3,T,other,other,home,other,no,yes,no,no,yes,yes,yes,no,4
MS,F,U,GT3,A,at_home,other,course,mother,no,yes,no,no,yes,yes,no,no,2
MS,F,U,LE3,A,at_home,other,course,mother,no,yes,no,no,yes,no,no,no,0
MS,F,R,GT3,T,other,other,other,mother,no,no,no,no,yes,no,yes,yes,0
MS,F,R,GT3,T,at_home,other,course,mother,no,yes,no,no,yes,yes,yes,no,0
MS,F,R,LE3,A,other,at_home,course,other,no,yes,yes,no,yes,no,no,no,5
MS,F,U,GT3,T,teacher,services,home,mother,yes,yes,no,yes,yes,yes,yes,no,0
MS,F,R,LE3,T,services,services,course,mother,no,yes,no,yes,yes,yes,yes,no,3
MS,F,U,GT3,T,health,at_home,course,mother,no,yes,no,no,yes,yes,no,yes,0
MS,F,U,LE3,T,at_home,other,course,father,no,no,no,no,yes,yes,yes,no,0
MS,F,U,GT3,T,other,other,course,mother,no,no,no,yes,yes,yes,no,yes,3
MS,F,U,GT3,T,services,at_home,reputation,father,no,no,no,yes,no,yes,yes,no,2
MS,F,U,GT3,T,services,services,course,mother,no,yes,no,no,yes,yes,yes,no,0
MS,F,U,LE3,A,at_home,other,reputation,mother,no,no,no,no,yes,yes,yes,no,0
MS,F,U,GT3,T,teacher,teacher,reputation,mother,no,no,no,yes,no,yes,yes,no,0
MS,M,U,LE3,T,services,other,reputation,mother,no,yes,no,yes,yes,yes,yes,no,3
MS,F,U,GT3,T,other,other,course,mother,no,yes,no,no,yes,yes,yes,no,0
MS,F,R,GT3,T,at_home,other,course,mother,no,no,no,yes,yes,yes,no,yes,0
MS,M,U,LE3,T,at_home,services,home,mother,no,yes,no,no,no,yes,no,no,8
MS,M,R,GT3,T,at_home,services,other,mother,no,yes,yes,yes,yes,yes,yes,yes,5
MS,M,R,GT3,T,other,services,other,father,no,no,no,no,no,no,no,no,4
MS,F,U,GT3,T,other,other,course,mother,no,yes,no,no,no,yes,yes,yes,4
MS,F,U,LE3,T,services,services,course,father,no,no,no,no,yes,yes,yes,yes,0
MS,F,R,LE3,A,teacher,other,reputation,mother,no,no,no,yes,yes,yes,yes,yes,0
MS,F,U,GT3,T,at_home,services,course,mother,no,no,no,no,yes,no,no,no,2
MS,F,U,GT3,T,at_home,services,other,father,no,no,no,no,yes,no,no,no,0
MS,F,U,GT3,T,teacher,other,course,father,no,no,no,no,yes,yes,yes,yes,0
MS,F,R,LE3,A,services,other,reputation,mother,no,no,no,yes,yes,yes,yes,yes,5
MS,F,U,LE3,A,at_home,services,course,mother,no,no,no,no,yes,yes,no,yes,2
MS,F,U,GT3,T,at_home,at_home,course,father,no,yes,no,no,yes,no,no,no,0
MS,F,R,GT3,A,at_home,at_home,course,other,no,yes,no,yes,yes,no,no,yes,0
MS,F,R,GT3,T,services,other,home,mother,no,no,no,no,yes,yes,yes,yes,5
MS,M,R,GT3,T,services,other,home,mother,no,yes,yes,yes,no,yes,yes,yes,4
MS,F,U,GT3,T,services,services,course,father,no,yes,no,no,yes,yes,no,yes,0
MS,F,R,GT3,T,teacher,services,other,father,no,yes,yes,yes,yes,yes,yes,no,2
